21685	1	|4|5|5|4|4|4|4|5|4|4|6|2|4|4|4|2|3|5
34914	1	|4|5|4|3|4|3|5|4|4|4|5|3|4|5|5|3|4|5
34916	1	|3|6|5|2|5|3|5|4|4|5|4|3|4|5|5|3|4|4
16083	1	|3|4|5|5|5|2|4|5|5|4|4|4|5|5|4|3|4|3
18621	1	|4|5|5|3|4|4|5|5|4|5|4|3|6|5|4|3|4|4
185	1	|5|5|4|3|4|3|5|5|4|4|5|4|7|4|5|3|4|5
33591	1	|5|5|4|4|5|3|5|4|3|3|5|3|5|5|5|3|5|4
1209	1	|5|6|4|3|4|3|6|5|4|4|5|4|4|4|4|3|3|5
34912	1	|5|5|5|2|3|4|6|5|5|5|4|5|5|5|4|4|4|5
159	1	|4|5|4|3|5|3|4|4|4|4|5|3|5|4|4|3|5|5
31627	1	|4|5|5|3|4|4|4|5|5|4|5|3|4|6|5|4|4|3
34942	1	|4|5|4|6|4|3|4|4|4|4|4|2|5|6|5|3|5|5
34642	1	|4|5|3|3|5|3|4|6|4|3|4|3|4|4|4|3|4|4
34673	1	|4|5|4|4|4|4|4|5|4|4|4|3|5|4|4|4|4|4
34502	1	|4|5|4|3|4|4|5|5|4|4|4|3|7|4|6|2|3|4
21821	1	|4|5|4|5|4|3|6|5|3|4|4|3|4|4|5|2|5|3
158	1	|4|5|4|3|3|3|7|5|6|5|5|2|5|6|4|4|3|4
34903	1	|6|5|4|4|5|5|4|4|4|7|5|3|7|4|6|4|5|4
171	1	|3|4|4|2|4|4|5|5|4|4|3|3|4|5|5|3|4|5
34621	1	|4|5|4|4|4|3|5|4|5|5|4|2|5|3|5|3|4|4
34941	1	|4|4|4|4|4|3|3|5|4|4|4|3|5|4|5|3|5|3
17946	1	|4|5|5|4|5|3|3|5|3|4|4|3|5|4|4|3|4|4
6644	1	|5|5|4|3|5|3|4|5|4|3|4|3|6|5|4|2|4|4
34701	1	|4|5|5|4|5|3|5|5|4|3|5|3|5|5|5|4|5|4
27505	1	|4|5|4|3|4|3|4|5|4|5|4|3|5|4|5|2|4|4
9286	1	|4|5|4|3|4|3|5|5|4|4|5|3|5|4|4|3|4|4
34570	1	|5|5|4|3|5|4|6|5|4|4|3|3|4|5|5|2|4|4
33590	1	|4|5|4|3|4|3|4|5|4|4|4|3|5|6|5|3|4|3
6962	1	|4|5|4|4|5|3|5|4|4|5|3|4|4|4|5|3|4|4
32481	1	|6|6|4|3|3|4|4|4|4|5|6|3|5|4|4|2|5|4
32544	1	|5|5|4|4|4|4|3|5|4|4|4|2|4|5|4|3|4|5
20305	1	|5|5|4|3|5|3|5|5|3|3|5|2|5|4|4|3|5|5
11981	1	|4|5|4|3|4|3|5|4|4|3|5|2|6|4|5|2|4|3
34881	1	|4|5|5|3|4|3|4|4|4|5|5|3|4|5|4|2|3|5
184	1	|4|5|3|4|5|3|4|5|4|4|5|4|5|3|5|2|4|4
31723	1	|4|4|3|3|4|3|3|5|4|4|4|3|4|4|7|3|4|4
33161	1	|4|4|4|4|4|3|5|5|4|3|4|2|6|4|5|5|4|4
34901	1	|4|5|3|3|4|4|4|6|4|5|5|3|4|4|5|4|5|4
2344	1	|4|4|4|4|5|3|6|4|4|4|4|2|5|5|13|2|4|4
10814	1	|4|5|4|3|4|3|5|5|4|4|4|4|5|4|4|3|4|4
8421	1	|4|5|4|2|4|3|3|5|4|4|3|3|4|5|4|3|4|5
24302	1	|5|5|4|3|5|4|5|5|4|3|4|3|5|4|4|4|4|4
34861	1	|4|5|4|3|4|3|4|5|3|3|4|2|5|5|4|2|4|5
3642	1	|4|4|4|3|4|3|4|4|5|4|4|2|4|3|5|3|4|5
34481	1	|4|4|4|3|4|3|4|4|5|4|5|3|4|3|4|3|4|4
26189	1	|5|4|5|3|4|3|5|6|4|4|5|4|4|4|5|2|5|4
8862	1	|4|5|5|3|5|2|5|4|4|4|4|3|6|6|5|3|4|4
34683	1	|4|5|4|4|4|3|4|5|4|3|4|3|5|4|4|3|4|4
145	1	|5|4|3|3|4|3|4|5|5|4|5|3|6|4|3|3|5|5
34902	1	|4|6|4|3|4|3|6|5|4|4|5|3|3|5|4|3|4|2
30322	1	|4|6|4|4|4|3|3|5|5|4|4|3|5|3|5|3|5|5
5173	1	|4|6|4|4|4|4|3|5|4|5|5|3|4|4|4|3|4|4
33782	1	|6|5|4|3|4|4|4|6|4|4|4|3|4|4|5|2|3|6
2343	1	|4|4|4|4|3|4|4|5|5|4|5|5|5|4|5|4|5|4
1525	1	|5|5|4|4|4|3|5|5|5|3|5|4|4|4|5|2|4|5
23219	1	|6|4|3|4|4|3|5|4|6|6|5|4|5|4|4|3|4|4
8385	1	|5|5|4|3|4|3|5|4|4|4|4|3|7|3|4|3|5|3
34911	1	|5|6|5|3|4|3|4|6|4|4|4|3|4|4|4|3|5|5
116	1	|4|5|4|3|5|3|4|5|4|5|4|2|4|4|4|3|4|5
34913	1	|4|5|4|3|4|3|4|4|4|5|3|2|4|5|4|2|4|5
151	1	|4|5|4|3|4|4|5|5|5|4|6|3|4|4|4|3|5|4
34384	1	|4|5|4|4|5|3|4|6|5|4|3|3|4|3|5|3|3|5
34921	1	|4|5|4|4|5|4|4|5|3|4|5|3|4|5|4|4|5|5
32542	1	|6|4|4|3|5|3|4|4|5|6|5|2|4|4|5|3|5|4
141	1	|5|4|4|3|4|3|4|6|4|4|4|3|5|4|5|3|4|5
29461	1	|5|4|4|2|4|3|4|4|3|4|4|3|4|5|4|3|4|4
25842	1	|4|4|4|3|4|3|4|6|5|5|4|3|5|5|4|4|4|5
13619	1	|4|5|3|3|4|3|4|5|4|6|4|2|5|5|4|3|4|4
34910	1	|4|5|5|4|4|4|4|6|3|4|4|3|6|5|6|4|4|4
34799	1	|4|4|5|4|4|3|4|5|4|4|4|3|4|4|4|4|4|5
33593	1	|4|4|4|5|4|3|3|5|5|4|5|2|4|4|5|2|4|5
34915	1	|4|5|4|3|3|3|4|5|4|4|5|3|4|4|5|3|4|4
18144	1	|4|5|4|3|5|3|3|5|4|4|4|4|4|5|8|4|4|4
34773	1	|5|5|4|3|4|3|4|4|4|4|5|5|3|4|5|3|5|4
31661	1	|4|6|5|4|5|4|4|5|5|4|5|3|5|5|4|2|4|4
30601	1	|4|5|4|3|4|3|4|5|5|3|4|4|5|4|4|2|3|4
215	1	|4|5|4|4|4|3|5|4|4|3|4|3|4|4|4|2|4|3
149	1	|3|6|3|4|4|4|4|4|4|4|5|3|4|4|4|2|4|4
5164	1	|4|5|4|3|4|3|4|5|5|5|6|3|4|4|5|4|4|3
34841	1	|5|4|4|3|4|3|5|4|4|5|4|3|5|5|4|5|4|4
29164	1	|3|5|4|3|4|3|5|4|4|4|4|3|4|4|4|3|4|4
19973	1	|5|6|4|3|4|3|5|5|4|4|4|3|5|3|4|4|4|4
34141	1	|4|4|3|3|5|3|5|3|4|4|4|3|4|3|4|2|3|5
13636	1	|5|5|4|3|5|3|5|4|4|3|4|2|4|5|4|2|5|4
34741	1	|5|5|4|3|6|3|3|4|4|3|4|3|4|4|4|2|4|4
3185	1	|4|5|4|4|4|3|5|5|4|4|4|2|4|4|5|4|4|3
29801	1	|4|6|4|3|5|3|4|5|4|5|3|3|4|3|5|3|4|5
34683	2	|5|4|3|3|5|2|5|5|4|4|4|3|5|4|5|3|4|4
8862	2	|4|6|4|3|4|4|4|5|4|3|4|3|4|4|4|3|5|3
26189	2	|5|5|5|3|5|4|5|5|4|4|4|3|6|5|4|3|5|4
34902	2	|6|4|3|4|4|5|5|5|4|4|4|3|5|5|5|2|4|4
30322	2	|5|5|4|3|5|3|4|4|4|3|5|3|4|4|6|3|5|3
145	2	|4|6|4|3|4|4|6|5|5|4|5|4|4|4|4|2|4|4
5173	2	|4|4|4|4|4|4|5|5|3|4|6|3|4|5|4|4|3|5
33782	2	|5|4|4|3|4|4|5|5|4|4|5|3|6|4|5|3|5|3
2343	2	|5|6|4|3|5|3|4|4|4|4|4|3|5|3|6|3|5|4
8385	2	|4|4|3|4|4|4|4|4|4|5|4|3|5|3|5|3|4|4
23219	2	|5|4|4|3|5|2|4|3|4|4|5|3|7|4|6|3|4|4
1525	2	|4|6|5|4|5|4|4|4|4|5|6|4|5|5|5|5|5|3
34913	2	|4|5|4|4|5|3|6|5|6|3|4|2|6|4|5|2|4|4
116	2	|4|5|4|3|4|3|4|4|4|5|7|2|4|4|4|4|4|5
34911	2	|4|5|4|4|5|3|5|4|5|4|6|4|6|5|4|3|3|3
34384	2	|4|5|4|4|3|3|5|4|5|6|4|3|5|5|3|2|4|3
34921	2	|4|5|4|4|4|3|4|5|5|4|4|3|5|4|4|4|4|4
151	2	|5|5|3|4|5|3|5|5|5|5|5|3|5|4|5|4|5|4
141	2	|4|6|5|3|3|3|5|5|4|4|5|4|5|4|5|2|4|3
29461	2	|5|5|4|3|4|4|4|5|4|4|5|3|5|4|5|3|4|3
32542	2	|4|6|3|4|5|6|3|5|5|4|5|3|4|4|4|3|4|5
25842	2	|4|4|3|3|5|4|5|5|3|4|4|3|5|5|4|3|4|5
13619	2	|5|5|5|3|5|2|4|5|4|3|4|5|5|4|5|3|6|5
34910	2	|4|6|4|3|5|5|4|6|4|4|4|3|6|4|5|3|5|5
33593	2	|4|5|4|2|4|4|5|5|5|5|6|3|4|4|5|3|4|3
34915	2	|4|5|4|2|5|4|4|5|5|5|5|3|6|4|6|3|4|4
34799	2	|5|4|4|4|5|3|6|5|6|4|4|2|4|4|6|3|5|4
34773	2	|4|5|4|3|4|3|4|5|4|4|5|4|4|4|5|4|5|4
18144	2	|5|5|3|4|4|3|4|5|4|5|4|4|5|5|5|3|4|5
31661	2	|5|4|4|3|4|3|6|5|4|4|5|3|7|4|4|3|4|4
215	2	|4|5|4|3|5|3|4|5|4|4|4|4|4|4|6|3|4|5
149	2	|4|4|4|4|4|3|4|5|7|3|5|5|5|4|5|4|4|5
30601	2	|5|5|4|3|3|3|4|4|5|4|4|3|5|4|5|4|3|4
29164	2	|5|4|3|4|4|4|4|5|4|4|4|3|4|3|5|3|4|4
5164	2	|4|5|4|4|5|3|3|4|4|4|5|4|4|4|6|3|4|3
34841	2	|4|3|4|4|4|3|5|5|4|4|3|3|4|4|4|2|4|4
34141	2	|6|6|4|3|4|3|5|5|4|4|4|3|4|4|4|3|4|4
13636	2	|4|5|3|3|4|4|4|5|3|4|4|3|4|4|6|3|4|4
19973	2	|4|5|3|3|4|4|4|5|4|7|4|5|6|4|5|3|5|4
29801	2	|4|3|4|3|5|3|4|4|4|4|4|3|4|4|5|3|4|3
34741	2	|4|6|3|4|3|4|4|4|4|3|6|4|5|4|5|3|5|5
