3185	2	|5|5|3|3|3|4|4|4|4|3|5|4|4|4|4|3|4|4
21685	2	|5|5|3|4|4|3|4|5|5|6|6|3|4|4|5|3|5|4
34914	2	|4|5|5|4|4|3|4|5|5|5|4|3|5|4|6|3|5|4
34916	2	|5|5|5|4|4|4|5|5|5|5|4|4|5|4|4|4|4|4
16083	2	|4|4|3|3|4|2|4|5|5|4|4|4|5|4|5|3|4|5
18621	2	|5|4|3|3|5|3|5|4|4|5|4|3|4|3|4|3|4|3
185	2	|4|6|4|4|4|3|3|4|6|3|4|5|5|4|6|3|4|4
33591	2	|4|5|4|4|5|3|3|5|4|4|4|4|4|4|4|4|5|5
1209	2	|4|5|5|3|4|3|4|5|5|4|6|3|5|5|5|3|4|6
34912	2	|4|5|5|3|5|4|6|5|5|4|6|4|3|4|5|3|4|4
159	2	|4|5|4|4|4|3|4|5|5|4|5|5|5|4|4|3|4|4
34942	2	|3|6|4|4|4|3|4|4|4|5|4|3|6|4|5|3|4|4
31627	2	|4|5|4|3|3|3|5|5|4|4|6|3|4|4|6|5|4|4
34673	2	|5|5|3|4|3|4|4|5|4|4|4|3|5|4|5|3|4|5
34642	2	|4|4|3|4|4|3|5|5|4|5|3|3|5|4|4|4|5|4
34502	2	|5|4|4|4|3|3|4|5|5|5|4|3|4|5|5|3|4|4
21821	2	|5|4|3|3|4|3|3|5|6|4|4|4|4|5|5|3|4|5
158	2	|5|5|4|3|5|3|5|5|4|4|5|4|7|5|5|3|4|5
34903	2	|6|7|5|4|4|4|4|4|5|5|5|3|5|4|5|3|4|3
34621	2	|3|5|3|4|6|3|6|5|5|5|4|2|5|3|4|3|4|4
34941	2	|4|6|3|4|4|4|5|4|4|3|5|3|4|5|5|3|4|4
171	2	|5|5|3|4|3|3|4|4|4|3|4|4|5|5|5|4|5|4
6644	2	|4|5|4|3|4|4|5|5|5|4|5|3|5|4|6|3|6|4
34701	2	|4|5|4|4|4|3|4|4|4|5|4|3|3|4|4|4|4|3
17946	2	|4|5|3|4|4|3|4|5|4|4|6|4|5|4|4|4|4|3
34570	2	|5|5|3|3|4|2|5|6|4|4|5|3|5|4|5|3|5|5
9286	2	|3|6|4|3|4|3|4|5|4|4|5|5|4|4|7|3|5|4
27505	2	|4|4|4|4|3|3|5|4|4|4|4|3|6|4|7|3|5|3
33590	2	|4|5|3|4|4|3|4|4|4|4|5|3|4|4|4|3|4|5
32481	2	|4|5|3|3|5|5|5|5|4|4|4|3|5|4|6|3|4|4
6962	2	|4|5|4|3|5|3|4|4|5|5|5|3|6|4|4|3|4|4
32544	2	|4|4|4|4|4|3|3|5|4|5|5|4|4|4|4|3|4|5
11981	2	|4|5|4|3|3|3|5|4|5|4|5|3|5|4|5|3|5|4
20305	2	|6|4|4|3|3|3|3|5|5|5|4|3|5|4|4|3|6|3
31723	2	|3|4|3|3|4|3|4|5|4|4|4|3|4|5|3|3|4|4
34881	2	|4|4|3|3|4|3|5|6|4|5|4|3|5|4|4|3|4|4
184	2	|5|5|4|3|6|3|4|5|4|4|4|4|4|4|4|4|4|4
34901	2	|5|5|4|4|4|2|5|5|3|5|6|3|5|4|7|3|4|3
2344	2	|4|5|4|3|4|4|5|5|4|6|5|4|6|3|5|4|4|3
33161	2	|4|4|4|2|4|2|5|5|4|4|4|3|4|3|4|3|4|4
8421	2	|4|4|4|4|4|3|4|4|4|5|3|4|5|3|5|3|3|4
24302	2	|4|5|3|4|4|3|4|4|3|4|4|4|5|4|6|3|3|4
10814	2	|4|4|3|4|4|2|4|4|4|4|4|3|4|4|6|3|4|4
3642	2	|5|4|4|3|3|3|4|4|4|4|4|5|5|4|5|3|5|4
34861	2	|4|6|4|3|5|3|3|4|4|4|5|4|4|4|5|3|4|6
34481	2	|3|4|3|4|4|3|3|4|3|5|4|3|4|3|4|4|4|4
6962	3	|4|5|4|3|4|2|5|5|3|4|4|3|4|4|5|3|4|3
34502	3	|4|5|4|3|5|3|3|4|4|4|4|2|5|3|3|3|4|4
34701	3	|4|5|3|5|4|3|3|5|4|5|4|3|4|4|5|3|4|4
34773	3	|4|5|4|3|4|2|4|5|4|4|5|2|6|4|5|2|5|5
149	3	|7|6|4|3|4|3|4|3|3|4|4|3|6|3|5|3|4|5
25842	3	|3|4|4|3|5|3|4|4|4|3|4|4|6|4|4|3|4|4
34915	3	|4|5|4|3|4|3|4|4|3|4|5|3|5|4|4|5|4|4
184	3	|5|6|4|3|4|2|4|4|4|4|4|3|5|4|6|2|4|4
5173	3	|5|4|4|4|4|2|5|6|4|4|4|3|4|4|5|3|5|4
5164	3	|5|5|4|2|4|2|4|5|4|4|4|3|5|4|5|3|4|3
34673	3	|4|6|4|4|5|3|3|4|4|4|4|3|5|3|4|4|4|4
141	3	|5|4|4|3|4|3|4|5|3|4|4|3|5|4|5|3|4|4
34902	3	|4|4|5|3|4|3|3|6|4|5|5|4|3|4|5|3|4|5
30322	3	|4|5|4|3|4|3|3|5|3|4|4|3|4|4|4|3|4|4
20305	3	|4|5|4|4|4|3|5|5|4|4|5|3|6|4|4|3|4|3
34621	3	|4|5|4|4|4|3|4|5|5|3|4|2|4|4|4|4|4|4
21821	3	|5|5|4|4|5|4|5|5|5|4|4|2|4|4|4|3|5|4
33593	3	|4|4|3|3|5|3|4|5|4|4|4|3|4|4|4|3|4|4
8862	3	|5|5|4|5|4|2|4|5|5|4|4|3|4|3|5|3|5|5
32544	3	|4|5|5|4|4|3|4|5|4|4|4|3|4|4|5|4|4|4
24302	3	|4|4|4|3|4|2|3|5|4|5|4|3|5|4|4|3|4|4
17946	3	|5|5|4|3|4|3|4|4|4|3|4|3|4|3|5|3|4|5
27505	3	|4|5|4|3|4|3|5|4|4|4|5|3|5|4|5|3|6|4
16083	3	|5|4|4|3|4|3|4|5|4|4|4|3|5|3|4|4|4|5
18621	3	|4|5|4|3|4|2|5|5|4|4|4|3|4|4|5|3|5|4
34941	3	|5|4|3|3|4|3|4|6|4|5|5|3|5|4|4|2|3|4
116	3	|4|5|4|3|4|3|4|5|4|4|4|3|5|4|5|3|5|4
34741	3	|4|5|4|4|4|2|4|6|5|4|5|3|6|4|4|3|4|3
171	3	|4|6|5|4|4|3|4|5|4|4|6|4|5|4|5|3|5|4
34384	3	|4|4|3|3|4|3|4|5|5|5|4|4|5|4|4|3|4|3
34913	3	|4|5|4|3|4|3|4|5|5|3|4|3|4|4|5|4|4|4
34861	3	|6|4|4|3|5|2|3|5|4|4|4|3|5|4|4|3|4|5
34881	3	|4|4|4|3|4|3|4|5|3|4|4|2|4|3|4|2|4|5
11981	3	|5|5|5|3|4|3|3|5|4|5|6|2|4|4|5|3|4|4
33590	3	|4|5|4|4|4|3|3|5|4|5|4|3|5|4|4|2|4|5
34642	3	|4|5|4|3|4|3|4|7|3|4|5|3|5|4|4|3|3|4
8385	3	|4|6|4|3|4|3|4|5|4|4|4|3|4|4|4|3|4|4
34841	3	|3|4|4|3|4|3|4|3|4|3|4|3|5|4|5|2|3|4
215	3	|4|6|4|4|4|3|4|5|5|4|4|2|4|3|4|3|3|6
34683	3	|4|4|4|3|4|3|4|5|4|4|4|3|4|4|4|2|5|5
3642	3	|5|4|3|4|4|3|5|5|4|4|4|3|4|4|5|4|4|4
10814	3	|4|4|3|3|4|3|3|6|5|3|5|2|5|3|4|3|4|4
3185	3	|5|4|5|3|4|2|3|5|4|4|4|4|5|4|4|3|4|4
30601	3	|4|3|4|3|3|2|4|4|4|4|4|3|5|4|4|3|3|4
13636	3	|5|5|3|3|4|2|3|5|4|4|4|4|5|4|5|3|4|4
29461	3	|4|4|4|4|5|4|5|5|4|4|4|2|4|4|5|3|4|4
33161	3	|4|4|4|3|4|3|4|4|4|4|4|4|5|4|5|3|4|3
29801	3	|4|4|4|3|4|3|4|4|4|4|6|2|5|4|4|3|5|4
34141	3	|4|5|4|3|5|3|3|5|5|4|4|3|4|4|4|3|4|4
29164	3	|4|5|3|2|4|2|4|3|4|4|4|3|5|4|4|3|4|3
8421	3	|4|6|4|3|4|3|3|4|4|4|4|3|5|4|4|3|4|4
31723	3	|4|5|4|3|4|3|5|5|4|4|4|3|5|4|5|3|4|4
34481	3	|4|5|5|3|3|3|4|4|3|3|4|4|3|4|3|4|4|4
171	4	|4|4|4|3|4|3|4|5|4|3|4|3|4|5|4|5|4|4
21821	4	|4|5|4|2|4|3|5|4|4|4|4|3|4|3|5|3|5|3
5173	4	|3|5|5|3|6|2|3|5|3|3|5|3|5|3|5|3|4|3
149	4	|4|4|3|2|4|3|4|6|4|4|5|3|4|4|3|3|3|4
8862	4	|4|5|4|4|4|3|4|5|3|3|4|3|5|5|9|3|4|4
34773	4	|3|4|4|3|5|4|4|5|3|4|3|3|4|4|7|3|4|3
34902	4	|4|5|5|3|4|4|4|4|5|3|4|3|6|3|6|4|4|3
20305	4	|4|5|4|4|4|3|4|5|4|4|4|2|4|4|5|3|5|5
27505	4	|4|5|4|4|4|3|4|5|3|5|5|3|5|5|5|4|4|4
34701	4	|5|5|3|3|4|4|4|4|4|4|4|2|5|5|4|3|4|4
34915	4	|3|5|4|3|4|3|4|4|4|4|6|3|5|4|6|4|5|4
32544	4	|4|5|3|3|4|3|4|4|4|4|5|3|4|3|4|2|5|3
34673	4	|5|5|4|3|4|4|4|4|5|3|5|3|4|4|4|2|4|4
184	4	|4|4|5|2|4|3|5|4|5|4|4|3|4|4|3|3|3|5
34741	4	|4|5|5|2|4|2|4|4|4|4|5|3|5|4|4|3|5|5
116	4	|4|5|5|3|4|3|3|5|4|4|4|3|5|4|5|3|4|4
141	4	|4|5|4|4|4|2|4|4|3|4|5|4|5|4|5|3|4|4
25842	4	|4|4|4|3|4|3|2|3|4|3|4|4|4|4|4|3|5|5
11981	4	|4|4|3|4|5|3|4|4|4|5|4|4|4|4|5|3|3|5
16083	4	|4|4|4|4|4|3|4|5|4|4|4|3|5|3|5|2|4|4
18621	4	|6|4|4|3|4|3|4|5|5|4|3|3|5|4|4|3|5|4
34621	4	|5|5|4|3|4|3|6|5|3|4|4|3|4|4|4|2|4|4
5164	4	|4|5|4|2|4|3|4|5|5|4|4|3|4|4|4|3|5|4
34913	4	|4|4|5|3|4|3|4|5|3|4|4|3|4|5|5|2|5|5
6962	4	|4|4|4|3|3|3|4|4|4|4|3|2|3|3|4|3|5|5
33590	4	|4|4|3|4|3|3|4|4|4|4|4|3|5|4|5|3|4|4
34861	4	|5|4|4|3|4|4|4|5|3|4|4|3|4|4|4|3|4|5
34941	4	|4|6|4|3|3|4|4|4|4|3|5|3|5|5|4|3|4|4
34384	4	|4|5|3|4|4|3|3|5|4|4|4|3|4|3|4|2|4|4
33593	4	|5|6|4|2|4|4|3|4|5|3|5|3|3|4|5|3|4|5
17946	4	|5|4|5|3|4|4|4|4|4|3|4|3|4|3|5|3|4|4
30322	4	|4|5|4|3|5|3|4|5|5|4|4|3|4|5|4|2|4|3
34502	4	|4|5|4|3|5|4|4|4|6|3|5|5|4|4|4|3|5|3
3642	4	|4|4|3|3|4|3|3|5|4|4|5|3|5|4|4|1|4|4
29461	4	|4|4|4|3|4|3|5|4|4|4|5|2|4|3|4|2|3|4
215	4	|4|5|4|3|4|3|5|4|4|4|4|4|4|5|6|4|3|3
8385	4	|5|4|3|4|3|3|4|5|4|4|5|3|5|4|5|2|4|4
34642	4	|5|5|3|4|4|3|4|5|3|4|4|4|4|4|5|3|4|4
24302	4	|4|5|4|3|4|2|4|5|4|4|4|3|4|4|4|4|5|4
13636	4	|4|6|4|3|4|2|4|5|3|4|6|2|4|4|4|2|4|4
3185	4	|4|4|4|2|4|3|3|5|6|3|4|3|4|3|6|3|4|4
34683	4	|3|5|4|4|4|3|4|5|4|3|4|2|4|3|4|3|3|4
29801	4	|4|4|4|3|4|3|5|5|3|3|4|3|4|3|4|4|4|5
34141	4	|3|4|4|3|3|3|4|4|3|4|4|2|4|4|4|2|4|5
33161	4	|4|5|4|3|4|2|4|5|4|4|4|4|4|3|4|5|5|5
10814	4	|4|5|4|4|3|3|4|5|3|5|4|3|3|4|5|2|4|4
31723	4	|5|5|4|4|4|2|5|5|4|4|5|2|5|3|4|2|4|3
34881	4	|4|6|4|3|4|3|5|5|3|4|4|3|4|4|6|3|4|5
8421	4	|3|5|4|3|4|4|3|5|5|4|4|4|4|4|4|3|4|3
30601	4	|4|5|4|3|5|3|4|4|3|4|4|2|4|4|4|3|4|3
34841	4	|4|4|3|4|4|3|3|5|4|4|4|3|4|3|6|3|4|4
34481	4	|5|5|3|3|4|4|3|5|4|4|5|2|5|3|5|3|4|4
29164	4	|4|4|5|2|5|3|4|6|4|4|5|3|4|5|5|3|4|4
